smiles	JAK1_IC50_nM	JAK2_IC50_nM	matched_assay_description
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(c5nnco5)CC4)cc3)n2)cc1	10	7	In Vitro Assay: NCEs were screened using in vitro JAK (1, 2 and 3) kinase assay on ADP Glo platform (Promega). Fixed amount of recombinant purified human JAK (25 ng of JAK1 and 10 ng of JAK2 and JAK3 per reaction, from Life Technologies Ltd) were incubated with increasing concentration of NCEs in 1× kinase reaction buffer (40 mM Tris-Cl, pH7.5, 20 mM MgCl2, 0.1 mg/ml BSA and 50 μM DTT). Enzymatic reaction was initiated by adding a substrate cocktail containing 50 μM of ATP (final concentration) and 5 μg for JAK1 and 2.5 μg for JAK2 and JAK3 of polyGln4Tyr1 (Signal Chem) in total 25 μl of reaction in 96 well plate. The reaction was incubated at room temperature for 1 hr.After 1 hr of incubation equal volume (25 μl per reaction) of ADP Glo was added and incubated at room temperature for 40 min.This was followed by addition of kinase detection reagent (50 μl per reaction) and incubation at room temperature for 30 min. Finally, plate was read for luminescence at an integration time of 500 millisecond per well.
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(n5cncn5)CC4)cc3)n2)cc1	21	17	In Vitro Assay: NCEs were screened using in vitro JAK (1, 2 and 3) kinase assay on ADP Glo platform (Promega). Fixed amount of recombinant purified human JAK (25 ng of JAK1 and 10 ng of JAK2 and JAK3 per reaction, from Life Technologies Ltd) were incubated with increasing concentration of NCEs in 1× kinase reaction buffer (40 mM Tris-Cl, pH7.5, 20 mM MgCl2, 0.1 mg/ml BSA and 50 μM DTT). Enzymatic reaction was initiated by adding a substrate cocktail containing 50 μM of ATP (final concentration) and 5 μg for JAK1 and 2.5 μg for JAK2 and JAK3 of polyGln4Tyr1 (Signal Chem) in total 25 μl of reaction in 96 well plate. The reaction was incubated at room temperature for 1 hr.After 1 hr of incubation equal volume (25 μl per reaction) of ADP Glo was added and incubated at room temperature for 40 min.This was followed by addition of kinase detection reagent (50 μl per reaction) and incubation at room temperature for 30 min. Finally, plate was read for luminescence at an integration time of 500 millisecond per well.
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCN(C5=NCCN5)CC4)cc3)n2)cc1	20	11	In Vitro Assay: NCEs were screened using in vitro JAK (1, 2 and 3) kinase assay on ADP Glo platform (Promega). Fixed amount of recombinant purified human JAK (25 ng of JAK1 and 10 ng of JAK2 and JAK3 per reaction, from Life Technologies Ltd) were incubated with increasing concentration of NCEs in 1× kinase reaction buffer (40 mM Tris-Cl, pH7.5, 20 mM MgCl2, 0.1 mg/ml BSA and 50 μM DTT). Enzymatic reaction was initiated by adding a substrate cocktail containing 50 μM of ATP (final concentration) and 5 μg for JAK1 and 2.5 μg for JAK2 and JAK3 of polyGln4Tyr1 (Signal Chem) in total 25 μl of reaction in 96 well plate. The reaction was incubated at room temperature for 1 hr.After 1 hr of incubation equal volume (25 μl per reaction) of ADP Glo was added and incubated at room temperature for 40 min.This was followed by addition of kinase detection reagent (50 μl per reaction) and incubation at room temperature for 30 min. Finally, plate was read for luminescence at an integration time of 500 millisecond per well.
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCN(C5CCOCC5)CC4)cc3)n2)cc1	16	11	In Vitro Assay: NCEs were screened using in vitro JAK (1, 2 and 3) kinase assay on ADP Glo platform (Promega). Fixed amount of recombinant purified human JAK (25 ng of JAK1 and 10 ng of JAK2 and JAK3 per reaction, from Life Technologies Ltd) were incubated with increasing concentration of NCEs in 1× kinase reaction buffer (40 mM Tris-Cl, pH7.5, 20 mM MgCl2, 0.1 mg/ml BSA and 50 μM DTT). Enzymatic reaction was initiated by adding a substrate cocktail containing 50 μM of ATP (final concentration) and 5 μg for JAK1 and 2.5 μg for JAK2 and JAK3 of polyGln4Tyr1 (Signal Chem) in total 25 μl of reaction in 96 well plate. The reaction was incubated at room temperature for 1 hr.After 1 hr of incubation equal volume (25 μl per reaction) of ADP Glo was added and incubated at room temperature for 40 min.This was followed by addition of kinase detection reagent (50 μl per reaction) and incubation at room temperature for 30 min. Finally, plate was read for luminescence at an integration time of 500 millisecond per well.
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCN(C5CCS(=O)(=O)C5)CC4)cc3)n2)cc1	14	8	In Vitro Assay: NCEs were screened using in vitro JAK (1, 2 and 3) kinase assay on ADP Glo platform (Promega). Fixed amount of recombinant purified human JAK (25 ng of JAK1 and 10 ng of JAK2 and JAK3 per reaction, from Life Technologies Ltd) were incubated with increasing concentration of NCEs in 1× kinase reaction buffer (40 mM Tris-Cl, pH7.5, 20 mM MgCl2, 0.1 mg/ml BSA and 50 μM DTT). Enzymatic reaction was initiated by adding a substrate cocktail containing 50 μM of ATP (final concentration) and 5 μg for JAK1 and 2.5 μg for JAK2 and JAK3 of polyGln4Tyr1 (Signal Chem) in total 25 μl of reaction in 96 well plate. The reaction was incubated at room temperature for 1 hr.After 1 hr of incubation equal volume (25 μl per reaction) of ADP Glo was added and incubated at room temperature for 40 min.This was followed by addition of kinase detection reagent (50 μl per reaction) and incubation at room temperature for 30 min. Finally, plate was read for luminescence at an integration time of 500 millisecond per well.
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCN(C5CCS(=O)(=O)CC5)CC4)cc3)n2)cc1	14	12	In Vitro Assay: NCEs were screened using in vitro JAK (1, 2 and 3) kinase assay on ADP Glo platform (Promega). Fixed amount of recombinant purified human JAK (25 ng of JAK1 and 10 ng of JAK2 and JAK3 per reaction, from Life Technologies Ltd) were incubated with increasing concentration of NCEs in 1× kinase reaction buffer (40 mM Tris-Cl, pH7.5, 20 mM MgCl2, 0.1 mg/ml BSA and 50 μM DTT). Enzymatic reaction was initiated by adding a substrate cocktail containing 50 μM of ATP (final concentration) and 5 μg for JAK1 and 2.5 μg for JAK2 and JAK3 of polyGln4Tyr1 (Signal Chem) in total 25 μl of reaction in 96 well plate. The reaction was incubated at room temperature for 1 hr.After 1 hr of incubation equal volume (25 μl per reaction) of ADP Glo was added and incubated at room temperature for 40 min.This was followed by addition of kinase detection reagent (50 μl per reaction) and incubation at room temperature for 30 min. Finally, plate was read for luminescence at an integration time of 500 millisecond per well.
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1	20	20	Biochemical Activity Assay: The assays were performed in 384-well, low volume microtiter assay plates in a final reaction volume of 9 ul. Dose-response curves were generated by incubating 3 nM of each kinase together with 2 uM of a fluorescently labeled substrate peptide specific for each enzyme (Jak1 and Jak3 substrate FITC-Ahx-KKSRGDYMTMQIG-NH2, Jak2 and Tyk2 substrate 5(6)-Carboxyfluorescein-Ahx-GGEEEEYFELVKKKK) in 50 mM Hepes pH 7.5, 0.02% Tween 20, 0.02% BSA, 1 mM DTT, 10 uM Na3VO4, 10 mM ß-Glycerolphosphate, specific concentrations of MgCl2 (Jak1 12 mM, Jak2 and Tyk2 9 mM, Jak3 1.5 mM) and 45 uM ATP for 60 min at 30° C. in the presence or absence of compound diluted in DMSO. Kinase reaction were terminated by adding 15 ul STOP buffer (100 mM HEPES pH 7.5, 5% DMSO, 0.1% Caliper coating reagent, 10 mM EDTA, and 0.015% Brij35. ||| Biochemical Activity Assay: The assays were performed in 384-well, low volume microtiter assay plates in a final reaction volume of 9 ul. Dose-response curves were generated by incubating 3 nM of each kinase together with 2 uM of a fluorescently labeled substrate peptide specific for each enzyme (Jak1 and Jak3 substrate FITC-Ahx-KKSRGDYMTMQIG-NH2, Jak2 and Tyk2 substrate 5(6)-Carboxyfluorescein-Ahx-GGEEEEYFELVKKKK) in 50 mM Hepes pH 7.5, 0.02% Tween 20, 0.02% BSA, 1 mM DTT, 10 uM Na3VO4, 10 mM ��-Glycerolphosphate, specific concentrations of MgCl2 (Jak1 12 mM, Jak2 and Tyk2 9 mM, Jak3 1.5 mM) and 45 uM ATP for 60 min at 30° C. in the presence or absence of compound diluted in DMSO. Kinase reaction were terminated by adding 15 ul STOP buffer (100 mM HEPES pH 7.5, 5% DMSO, 0.1% Caliper coating reagent, 10 mM EDTA, and 0.015% Brij35. ||| Kinase Assay: A kinase selectivity panel which measures substrate peptide phosphorylation was set-up for recombinant human Jak1 (aa 866-1154), Jak2 (aa808-1132), Jak3 (aa811-1124) and Tyk2 (aa888-1187). The technology used for the described assay is based on the separation and quantification of substrate and product in an electrical field. In the course of the kinase reaction the peptide substrate is phosphorylated by a kinase. The transfer of a phosphate residue also causes the introduction of two additional negative charges and hence to a change in the net charge of the phospho-peptide compared to the unphosphorylated peptide. Due to this difference in charge the phosphorylated und unphosphorylated peptides migrate with different velocities in an electrical field.In the applied method, this separation takes place inside a chip that contains a complex capillary system for simultaneous analysis of 12 samples (12-sipper chip, Caliper Technologies Corp., Mountain View, USA). In order to allow the detection and quantification of the peptides in the capillary system, the peptides carry a fluorescent label (fluorescein). With this label the peptides can be quantified by fluorescence intensity through the instruments laser and detection system (LC3000, Caliper Life Sciences).The assays were performed in 384-well, low volume microtiter assay plates in a final reaction volume of 9 ul. Dose-response curves were generated by incubating 3 nM of each kinase together with 2 uM of a fluorescently labeled substrate peptide specific for each enzyme (Jak1 and Jak3 substrate FITC-Ahx-KKSRGDYMTMQIG-NH2, Jak2 and Tyk2 substrate 5(6)-Carboxyfluorescein-Ahx-GGEEEEYFELVKKKK) in 50 mM Hepes pH 7.5, 0.02% Tween 20, 0.02% BSA, 1 mM DTT, 10 uM Na3VO4, 10 mM ß-Glycerolphosphate, specific concentrations of MgCl2 (Jak1 12 mM, Jak2 and Tyk2 9 mM, Jak3 1.5 mM) and 45 uM ATP for 60 min at 30° C. in the presence or absence of compound diluted in DMSO. Kinase reaction were terminated by adding 15 ul STOP buffer (100 mM HEPES pH 7.5, 5% DMSO, 0.1% Caliper coating reagent, 10 mM EDTA, and 0.015% Brij35.Plates with terminated kinase reactions were transferred to the Caliper LC3000 workstation (Caliper Technologies Corp., Mountain View, USA) for reading. The relative amount of phosphorylated peptide r, was calculated using the heights of the substrate peak, s, and the product peak, p: r=p/(p+s).
N#CCNC(=O)c1ccc(-c2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3)ncc2F)cc1	6.7	4.9	In Vitro Assay: NCEs were screened using in vitro JAK (1, 2 and 3) kinase assay on ADP Glo platform (Promega). Fixed amount of recombinant purified human JAK (25 ng of JAK1 and 10 ng of JAK2 and JAK3 per reaction, from Life Technologies Ltd) were incubated with increasing concentration of NCEs in 1× kinase reaction buffer (40 mM Tris-Cl, pH7.5, 20 mM MgCl2, 0.1 mg/ml BSA and 50 μM DTT). Enzymatic reaction was initiated by adding a substrate cocktail containing 50 μM of ATP (final concentration) and 5 μg for JAK1 and 2.5 μg for JAK2 and JAK3 of polyGln4Tyr1 (Signal Chem) in total 25 μl of reaction in 96 well plate. The reaction was incubated at room temperature for 1 hr.After 1 hr of incubation equal volume (25 μl per reaction) of ADP Glo was added and incubated at room temperature for 40 min.This was followed by addition of kinase detection reagent (50 μl per reaction) and incubation at room temperature for 30 min. Finally, plate was read for luminescence at an integration time of 500 millisecond per well.
N#CCNC[C@H]1CC[C@H](N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1	3.4	17	Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.
N#CCNC[C@H]1CC[C@H](N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1	3.2	44	Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.
N#CCNC[C@H]1CC[C@H](N2CNC(=O)c3cnc4[nH]ccc4c32)CC1	2.1	7	Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.
N#CCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1	2.1	8.1	Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. ||| Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. From the plot of logarithm of a compound concentration and inhibitory activity, the IC50 was calculated.
N#CCNS(=O)(=O)C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1	3.5	6.1	Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. ||| Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. From the plot of logarithm of a compound concentration and inhibitory activity, the IC50 was calculated.
N#CCN[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1	6.2	30	Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. ||| Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. From the plot of logarithm of a compound concentration and inhibitory activity, the IC50 was calculated.
N#CCOc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1	24	190	Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. ||| Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. From the plot of logarithm of a compound concentration and inhibitory activity, the IC50 was calculated.
N#CC[C@@H](C1CC1)n1nc(Nc2cc(F)c(F)c(F)c2)c2c(=O)[nH]ccc21	3390	13630	Jak Biochemical HTRF Assay Protocol: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading. After normalization to untreated controls, the percent inhibition of the HTRF signal at each compound concentration was calculated.
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(-c3cnco3)cc2)c2c(=O)[nH]ccc21	190	2190	Jak Biochemical HTRF Assay Protocol: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading. After normalization to untreated controls, the percent inhibition of the HTRF signal at each compound concentration was calculated.
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(-c3ncco3)cc2)c2c(=O)[nH]ccc21	240	2710	Jak Biochemical HTRF Assay Protocol: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading. After normalization to untreated controls, the percent inhibition of the HTRF signal at each compound concentration was calculated.
